segment_id,emotion,KEM_neutral,KEM_angry,KEM_happy,KEM_surprise,KEM_sad,KEM_fear,KEM_disgust
092-319,sad,0.076,0.6137,0.001,0.2432,0.0479,0.0144,0.0038
092-320,sad,0.0731,0.0513,0.0008,0.0019,0.8708,0.0002,0.0019
092-321,sad,0.8673,0.0097,0.0356,0.0064,0.0768,0.0022,0.002
092-322,sad,0.0726,0.027,0.0005,0.0069,0.8107,0.0796,0.0027
092-323,sad,0.8618,0.0069,0.0623,0.0017,0.0505,0.0005,0.0163
092-324,sad,0.4821,0.0135,0.3437,0.0057,0.151,0.002,0.002
092-325,sad,0.6415,0.01,0.0105,0.002,0.3341,0.0003,0.0016
092-326,sad,0.2275,0.0538,0.0013,0.0044,0.706,0.0019,0.0051
092-327,sad,0.7744,0.1856,0.0011,0.0022,0.0008,0.0005,0.0355
092-328,sad,0.1063,0.0237,0.0047,0.6064,0.0024,0.2497,0.0068
092-329,sad,0.8615,0.0781,0.0007,0.0288,0.0174,0.0039,0.0095
092-330,sad,0.8859,0.0033,0.0775,0.0045,0.0259,0.0015,0.0014
093-031,happy,0.4805,0.0042,0.4519,0.0043,0.0431,0.0026,0.0135
093-032,happy,0.7032,0.1526,0.0656,0.0058,0.0044,0.0003,0.0682
093-033,happy,0.5349,0.1027,0.0245,0.013,0.3103,0.0107,0.0039
093-034,happy,0.0645,0.0054,0.9147,0.0077,0.0045,0.0022,0.0009
093-035,happy,0.0298,0.0022,0.0011,0.0004,0.966,0.0002,0.0002
093-036,happy,0.7478,0.0469,0.1499,0.0149,0.0318,0.0014,0.0073
093-037,happy,0.1075,0.0075,0.8719,0.0059,0.005,0.0008,0.0013
093-038,happy,0.4634,0.1674,0.0234,0.0044,0.3359,0.0006,0.0048
093-039,happy,0.5474,0.0335,0.365,0.0081,0.0309,0.0014,0.0136
093-040,happy,0.5822,0.0522,0.1323,0.1902,0.0024,0.0123,0.0284
093-041,happy,0.0588,0.1675,0.7317,0.0242,0.0122,0.0027,0.0029
093-042,happy,0.1952,0.0048,0.7467,0.0069,0.0365,0.0058,0.0041
093-043,happy,0.9107,0.0139,0.0558,0.0032,0.0077,0.0005,0.0082
093-044,happy,0.9154,0.011,0.0512,0.0073,0.0114,0.0013,0.0022
093-045,happy,0.1431,0.0289,0.7607,0.0242,0.0345,0.0054,0.0032
093-081,surprise,0.4112,0.0185,0.0014,0.3091,0.0206,0.2359,0.0033
093-082,surprise,0.9362,0.0164,0.0117,0.0045,0.0281,0.0006,0.0025
093-083,surprise,0.1581,0.0591,0.0018,0.5643,0.0012,0.2081,0.0075
093-084,surprise,0.3645,0.4118,0.0005,0.1898,0.0006,0.0087,0.024
093-085,surprise,0.0547,0.0481,0.0004,0.4783,0.0016,0.4083,0.0086
093-086,surprise,0.2698,0.6946,0.0003,0.0192,0.0007,0.0025,0.013
093-087,surprise,0.6016,0.041,0.0779,0.2533,0.0118,0.0123,0.0022
093-088,surprise,0.0903,0.8833,0.0004,0.0025,0.0001,0.0001,0.0232
093-089,surprise,0.7382,0.0558,0.0889,0.0806,0.0256,0.0067,0.0042
093-090,surprise,0.0234,0.9586,0.0001,0.0082,7.78E-05,0.0012,0.0084
093-091,surprise,0.8231,0.0369,0.0548,0.0248,0.0569,0.002,0.0015
093-092,surprise,0.1738,0.0863,0.0021,0.1006,0.6314,0.0031,0.0028
093-093,surprise,0.7236,0.1335,0.041,0.0555,0.0382,0.0018,0.0065
093-094,surprise,0.8757,0.0171,0.0034,0.0073,0.0934,0.001,0.0022
093-095,surprise,0.3538,0.4789,0.0004,0.0403,0.0004,0.0064,0.1199
093-131,neutral,0.6355,0.0588,0.1535,0.0045,0.1405,0.0004,0.0068
093-132,neutral,0.92,0.0611,0.0019,0.002,0.0041,0.0003,0.0107
093-133,neutral,0.3535,0.0355,0.0074,0.5826,0.0105,0.0073,0.0031
093-134,neutral,0.8794,0.0995,0.0065,0.0028,0.001,0.0002,0.0106
093-135,neutral,0.5369,0.2514,0.0007,0.0138,0.0016,0.0083,0.1873
093-136,neutral,0.8896,0.0119,0.0826,0.0063,0.0056,0.0007,0.0033
093-137,neutral,0.9707,0.0132,0.0011,0.003,0.0084,0.0004,0.0032
093-138,neutral,0.8931,0.0162,0.0021,0.0133,0.0008,0.0189,0.0557
093-139,neutral,0.2493,0.559,0.0006,0.1553,0.0002,0.0083,0.0273
093-140,neutral,0.8663,0.104,0.0027,0.0031,0.0012,0.0002,0.0227
093-141,neutral,0.9303,0.004,0.0111,0.0021,0.0506,0.0008,0.0011
093-142,neutral,0.9368,0.0463,0.0018,0.0021,0.0026,0.0001,0.0102
093-143,neutral,0.545,0.2351,0.0006,0.1039,0.0008,0.0292,0.0855
093-144,neutral,0.7976,0.1844,0.0023,0.0008,0.0049,0.0002,0.0098
093-145,neutral,0.8791,0.0862,0.0063,0.0076,0.0003,0.0003,0.0202
093-181,fear,0.1506,0.2236,0.0023,0.2882,0.248,0.0527,0.0345
093-182,fear,0.1477,0.013,0.0009,0.5371,0.0029,0.2927,0.0057
093-183,fear,0.1623,0.7582,0.0004,0.0099,0.0005,0.0015,0.067
093-184,fear,0.5726,0.3713,0.0022,0.0024,0.0024,0.0002,0.0488
093-185,fear,0.9335,0.0153,0.002,0.0048,0.0411,0.0009,0.0023
093-186,fear,0.0132,0.0048,0.9507,0.0111,0.0116,0.0079,0.0008
093-187,fear,0.0969,0.8412,0.0328,0.0062,0.0029,0.0007,0.0193
093-188,fear,0.1591,0.6244,0.003,0.0056,0.0064,0.0155,0.1861
093-189,fear,0.8131,0.0178,0.0691,0.0069,0.0053,0.0018,0.086
093-190,fear,0.1925,0.7909,0.0002,0.0054,0.0022,0.0006,0.0081
093-191,fear,0.6251,0.1846,0.0146,0.0939,0.0417,0.0105,0.0295
093-192,fear,0.9536,0.0261,0.0041,0.0033,0.0093,0.0003,0.0034
093-193,fear,0.0247,0.88,0.0002,0.0639,0.0001,0.0232,0.0079
093-194,fear,0.1482,0.0943,0.001,0.134,0.0015,0.2389,0.3821
093-195,fear,0.4392,0.2254,0.0026,0.0157,0.3125,0.0008,0.0038
093-231,disgust,0.4931,0.0128,0.2988,0.0047,0.1847,0.002,0.0039
093-232,disgust,0.5319,0.06,0.0019,0.0028,0.2779,0.0005,0.125
093-233,disgust,0.8538,0.0275,0.0112,0.073,0.0194,0.0009,0.0141
093-234,disgust,0.6278,0.0391,0.0018,0.2269,0.006,0.0726,0.0257
093-235,disgust,0.4917,0.0183,0.3722,0.0048,0.1045,0.0028,0.0057
093-236,disgust,0.7068,0.0885,0.0051,0.0346,0.0087,0.0055,0.1508
093-237,disgust,0.9434,0.0177,0.0058,0.0024,0.0105,0.0006,0.0197
093-238,disgust,0.5118,0.0211,0.4246,0.0113,0.0255,0.0016,0.0041
093-239,disgust,0.2515,0.0512,0.0006,0.6331,0.0033,0.0524,0.0079
093-240,disgust,0.9238,0.026,0.01,0.0086,0.0279,0.0022,0.0016
093-241,disgust,0.9181,0.0405,0.012,0.0051,0.0122,0.0003,0.0119
093-242,disgust,0.236,0.4458,0.0011,0.0042,0.0021,0.0005,0.3102
093-243,disgust,0.0124,0.9839,0.0002,0.0016,0.0002,0.0002,0.0015
093-244,disgust,0.1878,0.134,0.0032,0.6481,0.0019,0.0158,0.0091
093-245,disgust,0.5835,0.1359,0.1428,0.0591,0.0244,0.0026,0.0517
093-281,angry,0.0981,0.7837,0.0083,0.0594,0.0011,0.0029,0.0466
093-282,angry,0.1052,0.2165,0.0043,0.0315,0.6335,0.003,0.006
093-283,angry,0.2604,0.0493,0.0401,0.0097,0.6383,0.0011,0.001
093-284,angry,0.0665,0.6783,0.0003,0.1974,0.0001,0.0408,0.0165
093-285,angry,0.2207,0.1407,0.6153,0.0085,0.0061,0.0018,0.0069
093-286,angry,0.0168,0.9409,0.0004,0.0363,8.58E-05,0.0025,0.003
093-287,angry,0.171,0.37,0.0017,0.0218,0.0002,0.0028,0.4325
093-288,angry,0.4308,0.5586,0.0015,0.004,0.0007,0.0005,0.004
093-289,angry,0.0086,0.9877,0.0002,0.0012,0.0001,0.0002,0.002
093-290,angry,0.1747,0.1317,0.0042,0.6429,0.0312,0.0143,0.0009
093-291,angry,0.0208,0.9377,0.0002,0.0083,7.90E-05,0.0006,0.0323
093-292,angry,0.0315,0.9538,0.0022,0.0029,0.0069,0.0002,0.0023
093-293,angry,0.0355,0.949,0.0003,0.0056,0.0001,0.0006,0.0089
093-294,angry,0.7723,0.1169,0.0553,0.0228,0.0046,0.005,0.0231
093-295,angry,0.6598,0.167,0.0728,0.0606,0.0272,0.0051,0.0075
093-331,sad,0.8404,0.1213,0.0038,0.0028,0.0065,0.0004,0.0249
093-332,sad,0.8082,0.1472,0.0039,0.0256,0.0076,0.0041,0.0034
093-333,sad,0.9078,0.0041,0.0067,0.0012,0.078,0.0008,0.0013
093-334,sad,0.4348,0.0083,0.0269,0.0044,0.5168,0.0004,0.0085
093-335,sad,0.7946,0.0246,0.1015,0.0052,0.0416,0.001,0.0315
093-336,sad,0.0151,0.0014,0.0004,0.0004,0.9823,0.0002,0.0002
093-337,sad,0.705,0.0136,0.0164,0.0027,0.2592,0.0009,0.0024
093-338,sad,0.1719,0.0346,0.0088,0.0016,0.7736,0.0007,0.0088
093-339,sad,0.3561,0.4243,0.0004,0.012,0.1874,0.0028,0.017
093-340,sad,0.108,0.0088,0.0004,0.0263,0.4613,0.3921,0.003
093-341,sad,0.0243,0.0242,0.0016,0.0026,0.9462,0.0002,0.0008
093-342,sad,0.8478,0.0102,0.0037,0.0036,0.1302,0.0004,0.0041
093-343,sad,0.4203,0.0731,0.463,0.0112,0.0152,0.0011,0.0161
093-344,sad,0.1957,0.0102,0.0084,0.0008,0.7791,0.0003,0.0055
093-345,sad,0.0177,0.0235,0.0002,0.0033,0.9534,0.0007,0.001
094-001,happy,0.7187,0.0095,0.2096,0.0106,0.0413,0.0071,0.0032
094-002,happy,0.9313,0.0122,0.0241,0.0038,0.0255,0.0005,0.0026
094-003,happy,0.8975,0.0078,0.0034,0.0136,0.0197,0.0401,0.0178
094-004,happy,0.9612,0.0038,0.0144,0.0024,0.014,0.0007,0.0036
094-005,happy,0.2956,0.0329,0.6065,0.0276,0.0292,0.0064,0.0018
094-006,happy,0.891,0.0534,0.0043,0.0073,0.0174,0.0005,0.0261
094-007,happy,0.614,0.331,0.0072,0.0031,0.0014,0.0004,0.0429
094-008,happy,0.4693,0.005,0.4941,0.0075,0.016,0.0034,0.0048
094-009,happy,0.5225,0.0063,0.4079,0.0033,0.0553,0.0013,0.0033
094-010,happy,0.7631,0.0328,0.0149,0.0026,0.1795,0.0009,0.0062
094-046,happy,0.3079,0.1792,0.0007,0.0023,0.0024,0.0007,0.5067
094-047,happy,0.7381,0.0029,0.2161,0.004,0.0319,0.0015,0.0054
094-048,happy,0.2159,0.0137,0.2185,0.0072,0.5391,0.003,0.0027
094-049,happy,0.6719,0.0682,0.1783,0.038,0.0307,0.0077,0.0051
094-050,happy,0.8746,0.056,0.0026,0.0191,0.0076,0.0031,0.0371
094-051,surprise,0.2184,0.0069,0.7205,0.0215,0.0224,0.0061,0.0042
094-052,surprise,0.5022,0.0301,0.3005,0.0482,0.1128,0.0039,0.0024
094-053,surprise,0.8557,0.0228,0.0343,0.0657,0.0169,0.0019,0.0028
094-054,surprise,0.9466,0.0132,0.0116,0.0054,0.0175,0.0006,0.0051
094-055,surprise,0.4976,0.0514,0.01,0.4097,0.0046,0.0018,0.0248
094-056,surprise,0.6584,0.0165,0.2328,0.0427,0.0391,0.0075,0.0029
094-057,surprise,0.2748,0.5028,0.0171,0.1109,0.0282,0.0027,0.0634
094-058,surprise,0.2253,0.1179,0.001,0.1552,0.4651,0.0317,0.0037
094-059,surprise,0.8411,0.1139,0.0148,0.0058,0.0145,0.0005,0.0095
094-060,surprise,0.3087,0.5245,0.0014,0.0106,0.0004,0.0006,0.1538
094-095,surprise,0.4399,0.3978,0.0003,0.0333,0.0004,0.0052,0.1231
094-096,surprise,0.0671,0.9079,0.0033,0.018,0.0014,0.0006,0.0018
094-097,surprise,0.2675,0.0769,0.0049,0.6101,0.006,0.0333,0.0012
094-098,surprise,0.6567,0.0446,0.1417,0.0406,0.1069,0.0051,0.0044
094-099,surprise,0.4121,0.3021,0.0029,0.2029,0.0641,0.0059,0.0099
094-101,neutral,0.945,0.0312,0.0012,0.0021,0.0032,0.0006,0.0167
094-102,neutral,0.4776,0.3536,0.0005,0.1467,0.0008,0.0044,0.0164
094-103,neutral,0.7789,0.1119,0.0008,0.0044,0.0041,0.0007,0.0991
094-104,neutral,0.9233,0.0286,0.0007,0.0195,0.0218,0.0024,0.0037
094-105,neutral,0.8108,0.022,0.1082,0.0091,0.0131,0.0008,0.0359
094-106,neutral,0.9293,0.0292,0.0044,0.0015,0.0297,0.0002,0.0058
094-107,neutral,0.9436,0.0073,0.0255,0.0039,0.0056,0.0016,0.0126
094-108,neutral,0.9264,0.0084,0.0024,0.0019,0.0592,0.0003,0.0015
094-109,neutral,0.3752,0.0188,0.5284,0.0106,0.0596,0.0029,0.0046
094-110,neutral,0.5591,0.1482,0.0062,0.04,0.0478,0.0017,0.197
094-146,neutral,0.8572,0.1058,0.0012,0.0008,0.0012,0.0002,0.0337
094-147,neutral,0.9636,0.0229,0.0014,0.0015,0.0006,0.0002,0.0099
094-148,neutral,0.4903,0.2464,0.0007,0.0428,0.0004,0.0045,0.2148
094-149,neutral,0.9129,0.0042,0.0212,0.0009,0.0554,0.0003,0.0051
094-150,neutral,0.8961,0.0669,0.0011,0.0016,0.0029,0.0003,0.0311
094-151,fear,0.8322,0.1014,0.0025,0.0054,0.0293,0.0035,0.0256
094-152,fear,0.194,0.1153,0.0093,0.1361,0.076,0.3583,0.111
094-153,fear,0.7026,0.077,0.0127,0.0143,0.1893,0.0018,0.0023
094-154,fear,0.9155,0.0428,0.0166,0.0038,0.0125,0.0001,0.0088
094-155,fear,0.0383,0.0021,0.0009,0.0057,0.001,0.9432,0.0089
094-156,fear,0.6924,0.0962,0.0015,0.0546,0.004,0.0125,0.1389
094-157,fear,0.7989,0.0343,0.1281,0.0216,0.0099,0.0032,0.0041
094-158,fear,0.9252,0.0373,0.0053,0.0033,0.0244,0.0008,0.0037
094-159,fear,0.008,0.002,0.0001,0.0251,0.0006,0.9631,0.0012
094-160,fear,0.7787,0.031,0.0075,0.0079,0.0396,0.0016,0.1338
094-196,fear,0.4518,0.3162,0.0041,0.0099,0.1968,0.0007,0.0206
094-197,fear,0.0251,0.0063,0.0003,0.0243,0.0003,0.9338,0.0099
094-198,fear,0.704,0.0228,0.1733,0.021,0.0652,0.0047,0.009
094-199,fear,0.3208,0.169,0.0008,0.0159,0.4582,0.0009,0.0344
094-200,fear,0.9307,0.0102,0.0216,0.008,0.0224,0.0029,0.0043
094-201,disgust,0.2664,0.0821,0.0006,0.55,0.0021,0.0671,0.0316
094-202,disgust,0.199,0.0655,0.001,0.3723,0.001,0.3392,0.022
094-203,disgust,0.0939,0.0042,0.0006,0.0213,0.0007,0.8374,0.0417
094-204,disgust,0.9315,0.0147,0.011,0.0213,0.0183,0.0015,0.0018
094-205,disgust,0.7964,0.0259,0.041,0.0106,0.1122,0.0038,0.0101
094-206,disgust,0.8364,0.0579,0.0006,0.0029,0.0019,0.0007,0.0997
094-207,disgust,0.7545,0.0151,0.0056,0.0835,0.1206,0.0017,0.0189
094-208,disgust,0.2083,0.7685,0.0002,0.0028,0.0007,0.0007,0.0189
094-209,disgust,0.4056,0.0588,0.0193,0.4255,0.0069,0.0392,0.0448
094-210,disgust,0.583,0.0254,0.3518,0.0157,0.0187,0.0018,0.0035
094-246,disgust,0.5417,0.1213,0.1601,0.0036,0.0979,0.0017,0.0738
094-247,disgust,0.6356,0.0114,0.0113,0.1148,0.2175,0.007,0.0024
094-248,disgust,0.9448,0.0109,0.0112,0.0024,0.0285,0.0004,0.0017
094-249,disgust,0.2376,0.0284,0.0025,0.0261,0.0059,0.6668,0.0327
094-250,disgust,0.6974,0.1496,0.0166,0.0301,0.0796,0.005,0.0216
094-251,angry,0.3232,0.6386,0.0067,0.0027,0.0067,0.0002,0.0219
094-252,angry,0.7397,0.1392,0.003,0.0181,0.0015,0.0027,0.0958
094-253,angry,0.0873,0.4776,0.0008,0.005,0.0083,0.0055,0.4155
094-254,angry,0.0601,0.1068,0.0007,0.0021,0.8237,0.0006,0.006
094-255,angry,0.0883,0.8831,0.0013,0.0054,0.0007,0.0017,0.0195
094-256,angry,0.8869,0.0483,0.0498,0.0039,0.0022,0.0007,0.0081
094-257,angry,0.0167,0.9783,0.0001,0.0024,0.0001,0.0002,0.0022
094-258,angry,0.0196,0.0634,0.0005,0.3588,0.0003,0.5458,0.0117
094-259,angry,0.4821,0.2001,0.2341,0.0403,0.0336,0.0035,0.0063
094-260,angry,0.8858,0.0521,0.0287,0.0062,0.0221,0.0005,0.0046
094-296,angry,0.7517,0.2185,0.015,0.0053,0.0069,0.0003,0.0024
094-297,angry,0.1982,0.7267,0.0005,0.0112,0.001,0.0012,0.0612
094-298,angry,0.8149,0.0511,0.0106,0.0102,0.1079,0.0011,0.0042
094-299,angry,0.8116,0.1696,0.0079,0.0041,0.0034,0.0003,0.0032
094-300,angry,0.0326,0.9002,0.0036,0.0061,0.0554,0.0006,0.0014
094-301,sad,0.5705,0.0059,0.2903,0.0041,0.1198,0.0018,0.0075
094-302,sad,0.0187,0.0318,0.0002,0.0022,0.9449,0.0018,0.0006
094-303,sad,0.7497,0.051,0.0077,0.0233,0.0086,0.0019,0.1578
094-304,sad,0.072,0.0112,0.0036,0.002,0.9091,0.0017,0.0004
094-305,sad,0.4197,0.0075,0.2656,0.0057,0.2949,0.0022,0.0044
094-306,sad,0.2892,0.0116,0.6201,0.0083,0.0599,0.0069,0.004
094-307,sad,0.619,0.0394,0.2654,0.0105,0.0605,0.0016,0.0035
094-308,sad,0.095,0.7282,0.0021,0.1186,0.0009,0.0316,0.0235
094-309,sad,0.9236,0.0101,0.0164,0.0069,0.0391,0.0021,0.0018
094-310,sad,0.2193,0.0044,0.0031,0.0026,0.7672,0.0017,0.0017
094-346,sad,0.1979,0.0186,0.7051,0.0075,0.0574,0.0072,0.0064
094-347,sad,0.3695,0.0171,0.0215,0.001,0.5749,0.0047,0.0113
094-348,sad,0.7899,0.1118,0.0011,0.0034,0.0075,0.0009,0.0854
094-349,sad,0.0712,0.1425,0.0003,0.0043,0.7772,0.0025,0.0019
094-350,sad,0.4874,0.4386,0.0016,0.0068,0.0011,0.0027,0.0618
095-011,happy,0.6377,0.013,0.0037,0.0015,0.3425,0.0003,0.0013
095-012,happy,0.6523,0.111,0.1703,0.0247,0.0148,0.0005,0.0265
095-013,happy,0.8964,0.0461,0.0074,0.002,0.038,0.0003,0.0097
095-014,happy,0.0783,0.6725,0.0045,0.0037,0.0009,0.0018,0.2382
095-015,happy,0.1451,0.6407,0.0009,0.0084,0.0002,0.0004,0.2043
095-016,happy,0.6802,0.1255,0.0343,0.0287,0.1238,0.0031,0.0043
095-017,happy,0.9317,0.0372,0.0095,0.0087,0.0107,0.0007,0.0015
095-018,happy,0.4379,0.289,0.1583,0.0227,0.06,0.001,0.0312
095-019,happy,0.8222,0.084,0.0487,0.0309,0.0083,0.002,0.004
095-020,happy,0.8015,0.0976,0.0239,0.022,0.0034,0.0011,0.0505
095-021,happy,0.1207,0.0175,0.8256,0.0088,0.0245,0.0013,0.0016
095-022,happy,0.0356,0.0256,0.0014,0.003,0.9335,0.0005,0.0005
095-023,happy,0.9005,0.0348,0.0166,0.0083,0.0375,0.0013,0.001
095-024,happy,0.5912,0.2342,0.0368,0.0088,0.0121,0.0008,0.1161
095-025,happy,0.7251,0.0165,0.2254,0.0125,0.0149,0.0021,0.0035
095-061,surprise,0.0414,0.3097,0.0068,0.06,0.0026,0.0038,0.5757
095-062,surprise,0.2401,0.7226,0.0007,0.0157,0.0022,0.0058,0.0128
095-063,surprise,0.8919,0.0121,0.056,0.0151,0.0044,0.0032,0.0174
095-064,surprise,0.4098,0.4961,0.002,0.0066,0.0014,0.0006,0.0835
095-065,surprise,0.1128,0.1167,0.0028,0.7562,0.0027,0.0073,0.0015
095-066,surprise,0.6937,0.23,0.0069,0.0517,0.0068,0.0014,0.0094
095-067,surprise,0.0133,0.0277,0.0224,0.9247,0.0012,0.0102,0.0006
095-068,surprise,0.606,0.1479,0.0764,0.0261,0.1364,0.0023,0.0049
095-069,surprise,0.0808,0.7903,0.0038,0.1132,0.0002,0.0047,0.0069
095-070,surprise,0.1868,0.0788,0.0172,0.009,0.706,0.0005,0.0017
095-071,surprise,0.7098,0.2044,0.001,0.0245,0.0022,0.0003,0.0578
095-072,surprise,0.8856,0.0211,0.0124,0.0611,0.0022,0.0047,0.013
095-073,surprise,0.7843,0.1073,0.0186,0.0205,0.065,0.0014,0.003
095-074,surprise,0.9082,0.0197,0.0058,0.0073,0.057,0.0011,0.0009
095-075,surprise,0.0578,0.0112,0.0021,0.033,0.0013,0.8909,0.0038
095-111,neutral,0.7942,0.0725,0.0004,0.0063,0.0013,0.0002,0.1252
095-112,neutral,0.9695,0.0135,0.004,0.0026,0.0075,0.0004,0.0024
095-113,neutral,0.9066,0.0082,0.0749,0.0044,0.0018,0.0002,0.0039
095-114,neutral,0.736,0.0643,0.0021,0.014,0.1739,0.0038,0.006
095-115,neutral,0.8958,0.0623,0.0055,0.0041,0.0052,0.0003,0.0268
095-116,neutral,0.912,0.0648,0.0007,0.0014,0.0014,0.0001,0.0196
095-117,neutral,0.0658,0.9128,0.0003,0.0142,0.0002,0.001,0.0057
095-118,neutral,0.8313,0.0882,0.0009,0.0432,0.0005,0.007,0.0288
095-119,neutral,0.8061,0.0517,0.0022,0.1294,0.0047,0.0034,0.0026
095-120,neutral,0.1817,0.0226,0.777,0.011,0.0043,0.001,0.0023
095-121,neutral,0.9657,0.0143,0.0087,0.0014,0.003,0.0001,0.0068
095-122,neutral,0.8833,0.0982,0.0051,0.0036,0.0007,0.0002,0.0089
095-123,neutral,0.8718,0.0825,0.0019,0.0118,0.0008,0.0003,0.031
095-124,neutral,0.8888,0.092,0.0014,0.0024,0.0074,8.99E-05,0.0078
095-125,neutral,0.9719,0.0167,0.0032,0.0018,0.0009,0.0002,0.0052
095-161,fear,0.1207,0.009,0.0012,0.1916,0.0013,0.6612,0.0151
095-162,fear,0.3327,0.3538,0.116,0.0702,0.0916,0.0032,0.0325
095-163,fear,0.5867,0.025,0.1308,0.0298,0.2078,0.0038,0.0161
095-164,fear,0.0721,0.0143,0.0035,0.262,0.0009,0.6359,0.0113
095-165,fear,0.347,0.1608,0.393,0.082,0.0033,0.0078,0.0061
095-166,fear,0.0101,0.9639,0.0005,0.0053,0.0004,0.0097,0.0101
095-167,fear,0.8496,0.1017,0.0045,0.0096,0.0295,0.0007,0.0044
095-168,fear,0.0711,0.0922,0.0019,0.2316,0.0013,0.5548,0.0471
095-169,fear,0.025,0.0151,0.0066,0.1639,0.0018,0.7808,0.0068
095-170,fear,0.5785,0.0541,0.0434,0.2746,0.0111,0.0361,0.0022
095-171,fear,0.364,0.3327,0.0006,0.0188,0.0004,0.0067,0.2769
095-172,fear,0.0798,0.7987,0.0013,0.0028,0.0002,0.0006,0.1165
095-173,fear,0.2209,0.1764,0.0022,0.3723,0.0004,0.206,0.0218
095-174,fear,0.0189,0.2817,0.0028,0.3217,0.0005,0.3629,0.0114
095-175,fear,0.6935,0.0251,0.2317,0.0068,0.0317,0.0017,0.0095
095-211,disgust,0.4912,0.0253,0.4051,0.0104,0.0586,0.0036,0.0058
095-212,disgust,0.6455,0.0343,0.0225,0.2664,0.027,0.0023,0.002
095-213,disgust,0.7909,0.0387,0.0186,0.1357,0.0061,0.0066,0.0035
095-214,disgust,0.3007,0.392,0.0028,0.0019,0.2086,0.0006,0.0934
095-215,disgust,0.8962,0.0102,0.0061,0.0019,0.0176,0.001,0.067
095-216,disgust,0.9459,0.0165,0.0141,0.0073,0.0143,0.0004,0.0016
095-217,disgust,0.9199,0.0135,0.0516,0.0037,0.0079,0.0007,0.0027
095-218,disgust,0.0291,0.9542,0.001,0.0048,0.0002,0.0002,0.0105
095-219,disgust,0.6342,0.1399,0.093,0.0674,0.0587,0.0028,0.0039
095-220,disgust,0.0166,0.9799,0.0002,0.0016,0.0001,5.87E-05,0.0016
095-221,disgust,0.3915,0.3741,0.0048,0.0062,0.0033,0.0014,0.2188
095-222,disgust,0.3595,0.323,0.0022,0.0038,0.1021,0.0013,0.208
095-223,disgust,0.5983,0.1094,0.2399,0.0065,0.0075,0.0007,0.0376
095-224,disgust,0.7737,0.1191,0.0163,0.0255,0.0614,0.0013,0.0028
095-225,disgust,0.039,0.0272,0.0006,0.0013,0.9311,0.0002,0.0006
095-261,angry,0.8719,0.0787,0.0159,0.0116,0.0174,0.001,0.0036
095-262,angry,0.0032,0.989,0.0015,0.0039,0.0009,0.0005,0.001
095-263,angry,0.5032,0.4686,0.0019,0.0041,0.0038,0.0003,0.0181
095-264,angry,0.0439,0.9404,0.0006,0.0064,0.0013,0.0002,0.0073
095-265,angry,0.727,0.057,0.1943,0.005,0.0078,0.0009,0.0079
095-266,angry,0.0063,0.0311,0.0065,0.9005,0.0002,0.0545,0.0009
095-267,angry,0.7547,0.0945,0.0868,0.0385,0.0201,0.0028,0.0025
095-268,angry,0.1546,0.7898,0.0017,0.012,0.0007,0.001,0.0402
095-269,angry,0.8162,0.1198,0.0347,0.0218,0.002,0.0008,0.0046
095-270,angry,0.0076,0.0376,0.0018,0.481,0.0002,0.4702,0.0014
095-271,angry,0.1304,0.1796,0.0431,0.3408,0.0068,0.02,0.2795
095-272,angry,0.3728,0.0317,0.1603,0.3495,0.0102,0.0733,0.0022
095-273,angry,0.4134,0.1074,0.3004,0.1201,0.0523,0.0038,0.0026
095-274,angry,0.0068,0.965,0.0008,0.0235,7.71E-05,0.0014,0.0026
095-275,angry,0.5837,0.0245,0.3075,0.0558,0.0054,0.0129,0.0101
095-311,sad,0.9249,0.0063,0.037,0.0045,0.0209,0.0021,0.0043
095-312,sad,0.15,0.0066,0.005,0.6912,0.0037,0.1396,0.0039
095-313,sad,0.2228,0.0769,0.001,0.0076,0.6686,0.0052,0.0179
095-314,sad,0.873,0.0103,0.0178,0.0029,0.0928,0.0008,0.0023
095-315,sad,0.3286,0.0084,0.4741,0.0049,0.174,0.0067,0.0032
095-316,sad,0.895,0.0047,0.0239,0.0017,0.0715,0.0009,0.0024
095-317,sad,0.6765,0.0067,0.1897,0.0045,0.1114,0.0075,0.0037
095-318,sad,0.206,0.0083,0.6671,0.0106,0.0928,0.006,0.0092
095-319,sad,0.2223,0.219,0.001,0.134,0.3857,0.0314,0.0065
095-320,sad,0.0666,0.0132,0.0011,0.0009,0.9166,0.0003,0.0015
095-321,sad,0.8715,0.0193,0.0323,0.0086,0.0639,0.0026,0.0017
095-322,sad,0.064,0.0319,0.0013,0.0125,0.6362,0.2492,0.0049
095-323,sad,0.8354,0.0143,0.0835,0.0024,0.0453,0.0006,0.0185
095-324,sad,0.2093,0.01,0.6879,0.0062,0.0824,0.0028,0.0014
095-325,sad,0.6714,0.0081,0.012,0.0014,0.3052,0.0003,0.0017
096-026,happy,0.9712,0.0063,0.0073,0.0057,0.005,0.0004,0.004
096-027,happy,0.6568,0.003,0.3095,0.0034,0.0158,0.0089,0.0027
096-028,happy,0.0486,0.0361,0.0049,0.2366,0.0006,0.6641,0.0091
096-029,happy,0.6715,0.2485,0.0177,0.0333,0.0126,0.0034,0.013
096-030,happy,0.1006,0.8589,0.0005,0.0041,0.0004,0.0002,0.0354
096-031,happy,0.6267,0.0046,0.3241,0.0029,0.0291,0.001,0.0116
